ಒಂಜಿ	a
ಒಂತೆ	a little
ಒಂಜ್ಯಾತ್	a lot
ದಿಂಜ	a lot of
ಬುಡ್ದು ಬುಡ್ತಿನ	abandon
ಬುಡ್ದ್ ಬುಡ್ತಿನ	abandoned
ಪಾಲಿಸರೆ	abide
ಸಾಮರ್ಥ್ಯ	ability
ಸಾಧ್ಯ	able
ಬಗ್ಗೆ	about
ಮಿತ್ತು	above
ಪಿದಾಯಿ ಊರು	abroad
ಗೈರ್ ಹಾಜರಿ	absence
ಗೈರು	absent
ಸರಿಯಾಯಿನ	absolutely
ಒಯ್ಪುನು	absorb
ವಿಲಕ್ಷಣ	abstract
ಒಟ್ರಾಸಿ	absurd
ಬೋಡಾಯಿನಾತು	abundance
ಜಿಂಜ	abundant
ಬೊರ್ಚಾಂದಿನೆಕ್ಕ್ ಗಳಸುನು	abuse
ದೂರುನು	abuse
ಉಚ್ಚಾರ	accent
ದೆತೊನು	accept
ಮುಟ್ಟುನು	access
ಮುಟ್ಟು	access
ಆಕ್ಸಿಡೆಂಟ್	accident
ನಿಲೆ	accommodation
ನೆರವೇರಿಸುನು	accomplish
ಮುಗಿಂಡು	accomplished
ಆ ಪ್ರಕಾರ	according
ಲೆಕ್ಕಾಚಾರ	account
ಸರಿಯಾಯಿನ	accuracy
ಸರಿಯಾಯಿನ	accurate
ಅಪರಾಧಿ	accused
ಬೇನೆ	ache
ಬೇನೆಆಪಿನ	ache
ಸಾಧನೆ	achieve
ಸಾಧನೆ	achievement
ಗೇನ	acknowledge
ಪೊಲಬು	acquaintance
ಸ್ವಾಧೀನ	acquire
ಸ್ವಾಧೀನ ಮಲ್ದಿನ	acquired
ಸ್ವಾಧೀನ ಮಲ್ತೊನ್ನು	acquisition
ಕೊಡಿಕಡೆ	across
ಕ್ರಮ	act
ಕ್ರಮ	action
ಚುರುಕು	active
ಚಟುವಟಿಕೆಲು	activities
ಕಾರ್ಯಕ್ರಮ	activity
ನಟೆ	actor
ನಿಜವಾದ್	actual
ನಿಜವಾದು	actually
ಜ್ರು	acute
ಹೊಂದಾಣಿಕೆ	adapt
ಸೇರಾವು	add
ಚಟತ್ತ	addicted
ಹೆಚ್ಚಿನವು	addition
ಹೆಚ್ಚಿನ	additional
ವಿಳಾಸ	address
ಪೊಲಬು	address
ಬೋಡಿತ್ತಿನಾತ್	adequate
ತಾಗೊಂದುಪ್ಪನ	adjacent
ವಿಶೇಷಣ	adjective
ಹೊಂದುದ್	adjust
ಮೋಕೆ	admire
ದಾಖಲ್	admit
ಒಪ್ಪುನು	admit
ಅಂಗೀಕಾರ	adopt
ದುತ್ತೈತ	adorable
ಆಡ್ವಾನ್ಸ್	advance
ಅಡ್ವಾನ್ಸ್	advance
ಎಡ್ವಾನ್ಸ್	advanced
ಲಾಭ	advantage
ಸಾಧನೆ	adventure
ಕ್ರಿಯಾ ವಿಶೇಷ ಪದ	adverb
ಜಾಹಿರಾತು	advertisement
ಪ್ರಚಾರ	advertising
ಎಡ್ಡೆ ಪಾತೆರ	advice
ಸಲಹೆ	advise
ವಕೀಲೆ	advocate
ವಕಾಲತ್ತ್	advocate
ಪೊರ್ಲುದ	aesthetic
ಪ್ರಸಂಗ	affair
ಪ್ರಭಾವ	affect
ಮೋಕೆ	affection
ಕೊರ್ಪಿನಿ	afford
ಎಡ್ಡೆಂತಿನ	affordable
ಪೋಡಿಗೆ	afraid
ಬೊಕ	after
ಮಧ್ಯಾನ	afternoon
ಅಯಿಡ್ದ್ ಬೊಕ್ಕ	afterwards
ಕುಡ ಒರ	again
ಎದುರಾದ್	against
ಪ್ರಾಯ	age
ಏಜೆನ್ಸಿ	agency
ದಲ್ಲಾಳಿ	agent
ಅರ್ಗಂಟ್ ದ	aggressive
ಉಷಾರ್	agile
ಆನಿಡ್ದ್	ago
ಒಪ್ಪಿಗೆ	agree
ಒಪ್ಪಂದ	agreement
ಬೆನ್ನಿ	agriculture
ದುಂಬು	ahead
ಸಕಾಯೊ	aid
ಏಮ್	aim
ಗಾಳಿ	air
ವಿಮಾನ ನಿಲ್ದಾಣ	airport
ಪಡಸಾಲೆ	aisle
ಎಚ್ಚರಿಕೆ	alarm
ಗಂಗಸರ	alcohol
ಜಾಗ್ರತೆ	alert
ಜೀವ ಉಪ್ಪುನು	alive
ಮಾತ	all
ಅಂಚೆನೆ ಆವಡ್	all right
ಎಡ್ಡೆ ಆವಡ್	all the best
ಬುಡು	allow
ಬುಡ್ಪಿನಿ	allowed
ಹೆಚ್ಚಾದ್	almost
ಒರಿಯೆ	alone
ಅಯಿತ ಒಟ್ಟುಗು	along
ಆದಾಂಡ್	already
ಸರಿ	Alright
ಅತ್ತಂದೆ	also
ನನೊಂಜಿ	alternative
ಇಂಚಾ೦ಡಲಾ	although
ಯೆದಾಲ	always
ಯಾನ್ಲಾ	am
ಆಶ್ಚರ್ಯದ	amazing
ಅಸ್ಪಷ್ಟ	ambiguous
ಮಲ್ಲ ಉದ್ದೇಶ	ambition
ಮಲ್ಲ ಆಸೆ	ambitious
ತಿದ್ದುಪಡಿ ಮಲ್ಪುನು	amend
ನಡುಟ್ಟ್	amid
ಅಯಿಟ್ಟ್	among
ನಮಟ	among us
ಕಾಸ್	amount
ತಮಾಷೆದ	amusing
ಒಂಜಿ	an
ತುಲಿಪುನ	analysis
ಹಿರಿಯೆರ್	ancestors
ಆಧಾರ	anchor
ಪಿರಾಕ್‌ದ	ancient
ಬೊಕ	and
ಬೊಕ್ಕ ಈ	and you
ದೇವದೂತೆ	angel
ಗರ್ವ	anger
ಕೋನ	angle
ಕೋಪ	angry
ಪ್ರಾಣಿ	animal
ಕಣ ಕಾರ್	ankle
ವರ್ಸೊದ	anniversary
ಘೋಷಣೆ	announcement
ಕಿರಿಕಿರಿ	annoy
ಕಿರಿಕಿರಿ ಆಯಿನ	annoyed
ಕಿರಿಕಿರಿ	annoying
ವರ್ಸದ	annual
ಪುದರುಪ್ಪಂದಿನ	anonymous
ಕುಡೊಂಜಿ	another
ಉತ್ತರ	answer
ಜವಾಬ್ ಕೊರ್ಪಿನಿ	answer
ಎನ್ನೋದುಪ್ಪು	anticipate
ಕಾತರ	anxiety
ಪೋಡಿಗೆ	anxious
ಒವುಲಾ	any
ನನಡ್ದ್ ಬೊಕ್ಕ	anymore
ಯೇರ್ಲಾ	anyone
ಒವುಲಾ	anything
ಎಂಚಾಂಡಲಾ	anyway
ದಾಯ್ತನೇ ಆವಡ್	anyways
ಬೇತೆ ಆಪಿನ	apart
ಕೋಣೆದ ಇಲ್ಲು	apartment
ಮಾಪು ನಟ್ಟುನು	apologize
ತೋಜುನ	apparent
ಸ್ಪಷ್ಟವಾದ್	apparently
ಮೊರೆ	appeal
ತೋಜುನು	appear
ತೋಜುನು	appearance
ತೋಜುನು	appeared
ಬಡವು	appetite
ಸೇಬ್	apple
ಅಪ್ಲಿಕೇಶನ್	application
ಮುಟ್ಟಾವುನು	apply
ನೇಮಕ	appointment
ಪುಗರು	appreciate
ಪುಗರುನು	appreciation
ತಾದಿ	approach
ಕೈತ್ತಲ್	approach
ಸರಿಕಟ್ತಾಯಿನ	appropriate
ಒಪ್ಪಿಗೆ	approval
ಒಪ್ಪಿಗೆ	approve
ಒಪ್ಪಿಗೆದ	approved
ಸುಮಾರ್	approximately
ಏಪ್ರಿಲ್	april
ತಮೆರಿದಾಂತಿನ	arbitrary
ವಾಸ್ತುಶಿಲ್ಪಿ	architect
ವಾಸ್ತುಶಿಲ್ಪ	architecture
